0UGE;1INS - Type - Code;2INSEE ID commune;3INS - Nom;4BSS;5source/forage;6Commune d'implantation de l'ouvrage;7INSEE Captage;8EtatArrêtéDUP;9PRO - D.U.P. - Date;10UDI - Population - Permanente;11UDI_CODE_NAT;12communes alimentées (environ UDI_NOM);13volume produit;14volume importé;15volume exporté;16linéaire de réseau hors branchement;17linéaire de réseaux renouvelés au cours des 5 dernières années;18taux de TVA applicable à l'ensemble de la facture;19Voies navigables de France (prélèvement);20Agence de l'Eau (protection de la ressource);21Agence de l'Eau ( redevance pollution);22Autres taxes et redevances applicables sur le tarif (hors TVA);23volume de service;24volume consommé sans comptage;25Volumes consommés comptabilisés;26Rendement;27ILP;28ILC;29 Prix de l'eau (? HT et HR/m3) base 120 m3 ; 30Prix de l'eau (? TTC/m3) base 120 m3 ;31Mode d'exploitation;32chloration;33autres traitements;34Nb total de PLV sur l'UDL représentatifs et complets;35Evènements (restrictions);36Evènements (dérogations);37Evènements (autres); 38de C Bactériologie;39Max pH;40Min pH;41Moy pH;42Max Titre alcalimétrique complet;43Min Titre alcalimétrique complet;44Moy Titre alcalimétrique complet;45Max Titre hydrométrique;46Min Titre hydrométrique;47Moy Titre hydrométrique;48Max Turbidité;49Min Turbidité;50Moy Turbidité;51Max Nitrates;52Min Nitrates;53Moy Nitrates;54Moy Pesticides totaux;55Etat;56Décompte DUP;57décompte cap;58Population DUP
CA BAR-LE-DUC - SUD MEUSE;83;200033025;LE RAILLY;02274X0009;85;NAN€OIS-SUR-ORNAIN;55372;87;;0;;Nancois sur Ornain;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;PRE DE FOSSE;02277X0021;85;NANT-LE-GRAND;55373;88;;0;;Nant le grand;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;LES GRANDES FONTAINES (CCCO);02278X0039;85;NANTOIS;55376;88;;0;;Ligny en Barrois, Velaines, Givrauval, Chanteraine;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;LES GRANDES FONTAINES;02278X0050;85;NANTOIS;55376;88;;0;;Chanteraine, Givrauval, Ligny (3 rue), Longeaux,Menaucourt, Naix aux forges, St Amand sur Ornain, Nantois, Couvertpuis, Hevilliers, Villers le Sec;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CA BAR-LE-DUC - SUD MEUSE;83;200033025;FORAGE DE ROBERT-ESPAGNE;02264X0036;86;;55000;89;28/09/1992;0;;Beurey sur Saulx, Couvonges, Robert-Espagne, Trémont sur Saulx;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;2107
CA BAR-LE-DUC - SUD MEUSE;84;200033025;BAR LE DUC-BEHONNE-NAIVES ROSIERES;;0;;55000;87;;17402;55000123;;;;;;;;;;;;;;;;;;;;99;104;des pesticides par filtration sur charbon actif ;45;0;0;;100;7.8;0;7.52;29.5;27.5;28.583;33;30.2;31.533;0.2;0;0.05;21.8;14.4;18.658;0.012;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;BEL AIR;;0;;55000;87;;564;55001023;;;;;;;;;;;;;;;;;;;;99;100;par coagulation-filtration;10;1;0;;90;7.5;0;7.45;29.5;29;29.25;32.2;32.1;32.15;4.8;0.3;1.3;7.8;4.5;6.333;0.013;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;FAINS LES SOURCES-CHARDOGNE;;0;;55000;87;;2155;55000964;;;;;;;;;;;;;;;;;;;;99;100;par filtration;13;0;0;;100;8;0;7.81;30.6;28.7;29.633;33.3;32.1;32.733;1;0;0.19;21.1;16.5;19.433;0.062;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;GUERPONT-TRONVILLE-SILMONT;;0;;55000;87;;438;55001309;;;;;;;;;;;;;;;;;;;;99;100;;18;0;0;;100;7.5;0;7.4;30;29.3;29.617;34.7;31.4;33.233;0;0;0;15.2;12.3;13.617;0.016;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;LIGNY-VELAINES;;0;;55000;87;;5230;55001297;;;;;;;;;;;;;;;;;;;;99;100;;18;0;0;;100;7.7;0;7.62;27.6;23.6;26.24;30;25.9;27.82;0.5;0;0.1;19.9;4.1;12.84;0.012;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;LOISEY;;0;;55000;87;;300;55000735;;;;;;;;;;;;;;;;;;;;99;100;;6;0;0;;100;7.3;0;7.3;33.4;33.2;33.3;36.8;36.5;36.65;1.6;1.1;1.27;13.6;10.6;12.1;0;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;LONGEVILLE EN BARROIS;;0;;55000;87;;1205;55001302;;;;;;;;;;;;;;;;;;;;99;100;;11;0;0;;100;7.5;0;7.43;26.7;26.3;26.525;31.7;29.1;30.9;0.2;0;0.06;5.9;1.3;4.7;0.01;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;NAN€OIS SUR ORNAIN;;0;;55000;87;;388;55000773;;;;;;;;;;;;;;;;;;;;99;100;;8;0;0;;100;7.7;0;7.53;28.3;26.6;27.45;32.1;31.7;31.9;1;0.6;0.87;36.5;24.7;31.625;0.108;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;NANT LE GRAND;;0;;55000;87;;63;55000776;;;;;;;;;;;;;;;;;;;;99;100;;5;0;0;;100;7.4;0;7.3;24.6;24.5;24.55;27.8;26.4;27.1;0.3;0;0.13;12.4;10.8;11.6;0;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;NANTOIS;;0;;55000;87;;93;55000989;;;;;;;;;;;;;;;;;;;;99;100;;5;0;0;;100;7.6;0;7.6;26.8;25.9;26.35;29;28.8;28.9;0.3;0;0.2;27.2;22.9;25.05;0;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;RESEAU DARFEUIL-SCE NANTOIS;;0;;55000;87;;1266;55001312;;;;;;;;;;;;;;;;;;;;99;100;;13;0;0;;100;7.6;0;7.38;28;25.9;26.84;30.8;28.7;29.58;0.5;0.1;0.2;24.3;21;22.76;0.026;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;RESEAU FGE DE COMBLES-EN-BARROIS;;0;;55000;87;;1259;55000607;;;;;;;;;;;;;;;;;;;;99;100;par coagulation-filtration;13;0;0;;91.66666667;7.8;0;7.59;30.4;29.1;29.933;34.5;31.1;32.933;0.8;0;0.25;16.4;15.6;15.867;0.16;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;RESEAU FGE LONGEVILLE NORD;;0;;55000;87;;1878;55001305;;;;;;;;;;;;;;;;;;;;99;100;;15;0;0;;100;7.7;0;7.47;30;29.3;29.617;34.7;31.4;33.233;0.2;0;0.02;15.2;12.3;13.617;0.016;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;SAVONNIERES DEVANT BAR VILLAGE;;0;;55000;87;;472;55000140;;;;;;;;;;;;;;;;;;;;99;100;;9;0;0;;88.88888889;7.6;0;7.47;27.2;26.9;27.05;31.4;30.8;31.1;1.5;0;0.38;28.1;21.2;24.65;0.316;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;TANNOIS;;0;;55000;87;;397;55000859;;;;;;;;;;;;;;;;;;;;99;100;;8;0;0;;100;7.8;0;7.7;25.2;24.3;24.75;29.2;28.4;28.8;2.1;0.2;0.93;35.5;23.4;26.925;0.067;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;VAL D'ORNAIN;;0;;55000;87;;988;55000136;;;;;;;;;;;;;;;;;;;;99;100;;11;0;0;;100;7.9;0;7.71;27.7;24.1;26.133;31.6;26.7;29.4;0.3;0;0.13;22.3;6.7;17.067;0.115;0;;;
CA BAR-LE-DUC - SUD MEUSE;84;200033025;CA BAR-LE-DUC - SUD MEUSE;;0;;55000;87;;1908;55001096;Beurey sur Saulx, Couvonges (COPARY), Robert-Espagne, Trémont sur Saulx;;;;;;;;;;;;;;;;;;;99;100;;13;1;0;Une restriction de la consommation de l'eau a été prononcée à titre de précaution suite au dysfonctionnement de la station de pompage provoqué par la tempˆte du 16 septembre 2015.;100;7.8;0;7.66;27.7;26.7;27.2;30.7;28.3;29.75;0.2;0;0.04;19.7;10.9;16.675;0.011;0;;;
CC DU PAYS DES COTES ET DE LA RUPPE (88);83;200033025;SCE DE LA CHAPELLE DE MONCOURT;02668X0006;85;SAUVIGNY;55474;87;;0;;SAUVIGNY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;91;0;1;0
CESSE;83;55095;LES AULNAIES;00886X0025;85;;55000;89;04/12/1989;0;;CESSE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;138
CESSE;84;55095;CESSE;;0;;55000;87;;130;55000573;;;;;;;;;;;;;;;;;;;;99;100;;7;0;0;;100;7.8;0;7.47;24.3;24.2;24.25;27.9;27.6;27.75;0;0;0;36.1;23.7;28.9;0.037;0;;;
CHAILLON;83;55096;LE FER N°2;01627X0075;85;CHAILLON;55096;89;02/03/2016;0;;CHAILLON;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
CHAILLON;83;55096;DENIVAUX;01923X0033;85;CHAILLON;55096;89;02/03/2016;0;;CHAILLON;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;119
CHAILLON;83;55096;LE FER N°1;01923X0053;85;CHAILLON;55096;89;02/03/2016;0;;CHAILLON;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
CHAILLON;83;55096;LE FER N°1 BIS;01923X0068;85;CHAILLON;55096;89;02/03/2016;0;;CHAILLON;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
CHAILLON;84;55096;CHAILLON;;0;;55000;87;;96;55000577;;;;;;;;;;;;;;;;;;;;99;100;;7;0;0;;100;7.6;0;7.57;27.1;25.8;26.45;32.6;32;32.3;0.6;0;0.2;29.5;17.8;22.8;0;0;;;
CHALAINES;83;55097;NOUVEAU PUITS DE CHALAINES;02664X0054;86;CHALAINES;55097;87;;0;;CHALAINES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CHALAINES;84;55097;CHALAINES;;0;;55000;87;;327;55000579;;;;;;;;;;;;;;;;;;;;99;0;;7;0;0;;100;7.5;0;7.5;22.3;22.3;22.3;27.3;26.9;27.1;0;0;0;26.5;23.8;25.275;0;0;;;
CHAMPOUGNY;83;55100;PRE AU PONT;02664X0026;86;;55000;89;21/06/1985;0;;CHAMPOUGNY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;120
CHAMPOUGNY;84;55100;CHAMPOUGNY;;0;;55000;87;;107;55000581;;;;;;;;;;;;;;;;;;;;99;100;;8;1;0;;75;7.4;0;7.37;24.1;21.4;22.75;28.5;27;27.75;0.2;0;0.1;27;5.8;18.633;0.025;0;;;
CHATTANCOURT;83;55106;SAINT NICOLAS;01357X0080;85;CHATTANCOURT;55106;88;;0;;CHATTANCOURT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CHATTANCOURT;84;55106;CHATTANCOURT;;0;;55000;87;;168;55000584;;;;;;;;;;;;;;;;;;;;99;0;;7;0;0;;100;7.5;0;7.43;25.7;25.3;25.5;29.8;29.7;29.75;0.1;0;0.03;43.2;35.2;39.725;0.319;0;;;
CHAUVENCY LE CHATEAU;83;55109;LA ROQUETTE;00888X0025;85;CHAUVENCY-LE-CHATEAU;55109;89;11/02/2015;0;;CHAUVENCY LE CHATEAU;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
CHAUVENCY LE CHATEAU;83;55109;LA BRASSERIE;00888X0026;86;CHAUVENCY-LE-CHATEAU;55109;87;;0;;CHAUVENCY LE CHATEAU;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;0
CHAUVENCY LE CHATEAU;83;55109;LE PRE MICHEL;00888X0028;85;CHAUVENCY-LE-CHATEAU;55109;89;11/02/2015;0;;CHAUVENCY LE CHATEAU;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
CHAUVENCY LE CHATEAU;84;55109;CHAUVENCY LE CHATEAU;;0;;55000;87;;270;55000586;;;;;;;;;;;;;;;;;;;;99;0;;5;0;0;La protection des captages a été instaurée par arrˆté préfectoral de Déclaration d'Utilité Publique (DUP) du 11/02/2015;100;7.9;0;7.9;21;19.9;20.515;24.5;22.8;23.772;0.1;0;0.07;20.5;16.9;18.254;0;0;;;
CHAUVENCY SAINT HUBERT;83;55110;FOND DE LA VAUX;00887X0032;85;CHAUVENCY-SAINT-HUBERT;55110;88;;0;;CHAUVENCY SAINT HUBERT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CHAUVENCY SAINT HUBERT;83;55110;CHEMIN DES VIGNES;00887X0033;85;CHAUVENCY-SAINT-HUBERT;55110;88;;0;;CHAUVENCY SAINT HUBERT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CHAUVENCY SAINT HUBERT;84;55110;CHAUVENCY SAINT HUBERT;;0;;55000;87;;257;55000588;;;;;;;;;;;;;;;;;;;;99;0;;5;0;0;;100;7.8;0;7.67;20.3;20.1;20.2;23.3;22.9;23.1;0.1;0;0.07;23.1;19.9;21.5;0;0;;;
CHEPPY;83;55113;FONTAINE DE CHOPEHANT;01351X0096;85;VERY;55549;88;;0;;CHEPPY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
CHEPPY;84;55113;CHEPPY;;0;;55000;87;;127;55000958;;;;;;;;;;;;;;;;;;;;99;100;;8;1;0;;62.5;7.3;0;7.2;28.1;27.9;28;32.7;30.5;31.6;0.3;0.1;0.2;18.4;11.6;15.9;0;0;;;
CHONVILLE-MALAUMONT;83;55114;BEZIMONT;02282X0004;85;;55000;89;11/10/2005;0;;CHONVILLE-MALAUMONT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;214
CHONVILLE-MALAUMONT;84;55114;CHONVILLE;;0;;55000;87;;121;55000590;;;;;;;;;;;;;;;;;;;;99;0;;9;0;0;;66.66666667;7.7;0;7.57;20.5;19.9;20.2;20.6;20.3;20.45;1.3;0.2;0.6;2;1.8;1.9;0;0;;;
CHONVILLE-MALAUMONT;84;55114;MALAUMONT;;0;;55000;87;;47;55000729;;;;;;;;;;;;;;;;;;;;99;0;;5;0;0;;100;7.9;0;7.8;21.6;21.1;21.35;22;21.5;21.75;0.4;0.3;0.35;5.5;4.8;5.15;0;0;;;
CLERMONT EN ARGONNE;83;55117;FORAGE AEP DE CLERMONT;01611X0254;86;;55000;89;11/06/1987;0;;CLERMONT EN ARGONNE - PAROIS;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;1581
CLERMONT EN ARGONNE;84;55117;CLERMONT EN ARGONNE;;0;;55000;87;;1398;55000595;;121776;4710;0;30.19;0;5.5;0;0.062;0.38;0;196;230;69799;56;5.11;6.37;2;2.57;99;100;;13;0;0;;100;7.7;0;7.49;28.3;26.1;27.075;31.6;29.3;30.4;0.9;0.1;0.39;13.2;8.7;11.3;0.074;0;;;
CLERMONT EN ARGONNE;84;55117;PAROIS;;0;;55000;87;;81;55000602;;121776;4710;0;30.19;0;5.5;0;0.062;0.38;0;196;230;69799;56;5.11;6.37;2;2.57;99;100;;10;0;0;;100;7.6;0;7.47;31.3;30.8;31.033;36.6;34.8;35.6;0.6;0.1;0.3;31.6;24.1;27.6;0.027;0;;;
CODECOM AGGLOMERATION LONGWY (54);83;245400262;PRISE D'EAU DANS LA CHIERS;00888X0057;85;;55000;87;;0;;MONTMEDY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;91;0;1;0
COMBRES SOUS LES COTES;83;55121;PISSEVIN;01623X0011;85;;55000;89;22/06/2012;0;;COMBRES SOUS LES COTES -COMBRES EAU SAULX LES CHAMPLON;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;125
COMBRES SOUS LES COTES;84;55121;COMBRES-EAU SAULX LES CHAMPLON;;0;;55000;87;;23;55000612;;;;;;;;;;;;;;;;;;;;99;0;;6;0;0;;50;7.4;0;7.4;23.6;21.5;22.55;24.9;23.8;24.35;0.4;0.4;0.4;0.6;0;0.3;0;0;;;
COMBRES SOUS LES COTES;84;55121;COMBRES SOUS LES COTES;;0;;55000;87;;91;55000611;;;;;;;;;;;;;;;;;;;;99;100;;7;2;0;;87.5;7.7;0;7.55;32.2;31.3;31.75;41.3;39.3;40.3;0.4;0;0.15;1.6;0;0.8;0;0;;;
COMMERCY;83;55122;STATION DE POMPAGE;02283X0029;86;;55000;89;03/12/1981;0;;COMMERCY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;6504
COMMERCY;84;55122;COMMERCY;;0;;55000;87;;6340;55000088;;343770;0;0;33.45;2.52;5.5;0;0.076;0.363;35;5750;0;290800;86;3.87;24.29;1.65;2.21;98;103;de démanganisation par filtration;20;0;0;;100;7.7;0;7.3;27.1;26.6;26.833;32.5;30.3;31.65;0.2;0;0.03;5.4;3.5;4.15;0.028;0;;;
CONSENVOYE;83;55124;LA CROISETTE;01353X0037;85;CONSENVOYE;55124;89;11/02/2015;0;;CONSENVOYE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;335
CONSENVOYE;84;55124;CONSENVOYE;;0;;55000;87;;288;55000195;;;;;;;;;;;;;;;;;;;;99;100;;7;0;0;La protection du captage a été instaurée par arrˆté préfectoral de Déclaration d'Utilité Publique (DUP) du 11/02/2015;87.5;7.6;0;7.37;24.4;24.1;24.25;28;27.9;27.95;1.1;0.4;0.63;27.9;19.8;23.053;0;0;;;
COPARY;83;245501184;FORAGE AEP DE LAHEYCOURT;01904X0048;86;;55000;89;06/09/1982;0;;Laheycourt;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;415
COPARY;83;245501184;FORAGE DE LAIMONT N°1;01908X0001;86;;55000;89;20/06/1988;0;;Neuville sur Ornain, Laimont, Brabant le Roy, Villers aux Vents, Revigny, Vassincourt, contrisson ,mognéville, Andernay, Louppy le Chƒteau, Villotte devant louppy, lisles en Barrois, ;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;3185
COPARY;83;245501184;FORAGE DE LAIMONT N°2;01908X0043;86;;55000;89;20/06/1988;0;;Neuville sur Ornain, Laimont, Brabant le Roy, Villers aux Vents, Revigny, Vassincourt, contrisson ,mognéville, Andernay, Louppy le Chƒteau, Villotte devant louppy, lisles en Barrois, ;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;0
COPARY;83;245501184;NEUVILLE RIVE GAUCHE (COPARY);01915X0062;86;;55000;89;18/07/1995;0;;Neuville sur Ornain, Laimont, Fontenoy, Villers aux Vents, Revigny, Vassincourt, contrisson ,mognéville, Andernay, Louppy le Chƒteau, Villotte devant louppy, lisles en Barrois;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;3072
COPARY;83;245501184;FORAGE D'AUZECOURT;01904X0047;86;NOYERS-AUZECOURT;55388;89;29/05/2017;0;;Noyers-Auzécourt-Sommeilles- Nettancourt;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;779
COPARY;83;245501184;PUITS COMMUNAL DE RANCOURT;01907X1007;86;RANCOURT-SUR-ORNAIN;55414;88;;0;;Rancourt sur Ornain;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
COPARY;83;245501184;PUITS ALLUVIAL D'ANDERNAY;01908X0044;86;CONTRISSON;55125;87;;0;;Andernay;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
COPARY;84;245501184;ANDERNAY;;0;;55000;87;;244;55000056;;;;;;;;;;;;;;;;;;;;99;100;;7;0;0;;85.71428571;7.8;0;7.73;32.4;32.1;32.25;36.1;34.8;35.45;0.3;0;0.1;7.5;4.7;6.1;0;0;;;
COPARY;84;245501184;LAHEYCOURT;;0;;55000;87;;384;55000713;;;;;;;;;;;;;;;;;;;;99;100;;7;0;0;;100;8.2;0;8.1;31.2;31;31.067;33.4;31.4;32.567;0.7;0.2;0.4;0;0;0;0;0;;;
COPARY;84;245501184;RANCOURT SUR ORNAIN;;0;;55000;87;;210;55000800;;;;;;;;;;;;;;;;;;;;99;100;;12;0;0;;100;7.6;0;7.5;27.6;27.2;27.4;32.6;32.5;32.55;0.1;0;0.03;48.9;36.3;43.614;0;0;;;
COPARY;84;245501184;REMENNECOURT;;0;;55000;87;;64;55003529;;;;;;;;;;;;;;;;;;;;99;100;;15;0;0;;100;7.5;0;7.5;28.5;27.2;28.067;31.6;30;30.967;0.2;0.1;0.13;11.2;3.8;7.567;0.024;0;;;
COPARY;84;245501184;RESEAU FGE NEUVILLE RIVE GAUCHE;;0;;55000;87;;2967;55001448;;;;;;;;;;;;;;;;;;;;99;100;;13;0;0;;100;7.6;0;7.47;31.3;29.1;29.933;35.6;30.9;32.533;0.4;0;0.06;13.7;8.4;10.975;0.021;0;;;
COPARY;84;245501184;RESEAU FORAGE AUZECOURT;;0;;55000;87;;714;55001357;;;;;;;;;;;;;;;;;;;;99;100;;10;0;0;;100;8.1;0;7.95;23.5;23;23.267;20.2;19.3;19.767;0.3;0;0.12;3.1;1.7;2.533;0;0;;;
COPARY;84;245501184;RESEAU FORAGES DE LAIMONT;;0;;55000;87;;2884;55001358;;;;;;;;;;;;;;;;;;;;99;0;;15;0;0;;100;7.7;0;7.51;33.9;32.9;33.44;39;36.4;37.42;0.4;0;0.06;4.9;3;3.64;0.008;0;;;
COPARY;84;245501184;RESIDENCES RTE DE MUSSEY (NEUVILLE);;0;;55000;87;;8;55002087;;;;;;;;;;;;;;;;;;;;99;102;;2;0;0;;100;7.4;0;7.4;31.4;31.4;31.4;33.1;33.1;33.1;0;0;0;9.1;7.5;8.3;0;0;;;
COPARY;84;245501184;VILLOTTE DT LOUPPY-LISLE EN BARROIS;;0;;55000;87;;186;55002085;;;;;;;;;;;;;;;;;;;;99;100;;8;0;0;;75;7.8;0;7.7;31.4;31;31.2;36.4;34.5;35.45;0.1;0;0.03;3.8;3.5;3.65;0;0;;;
COURCELLES EN BARROIS;83;55127;SOUS LA FONTAINE;01925X0016;85;COURCELLES-EN-BARROIS;55127;88;;0;;COURCELLES EN BARROIS;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
COURCELLES EN BARROIS;84;55127;COURCELLES EN BARROIS;;0;;55000;87;;32;55000614;;;;;;;;;;;;;;;;;;;;99;100;;10;1;0;;88.88888889;7.9;0;7.85;18.8;18.6;18.7;23.8;23.6;23.7;0.6;0.3;0.45;44.6;41.7;43.175;0.037;0;;;
DAGONVILLE;83;55141;HANNEVAL;01918X0004;86;DAGONVILLE;55141;89;11/02/2015;0;;DAGONVILLE, LIGNIERES SUR AIRE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;147
DAGONVILLE;84;55141;DAGONVILLE;;0;;55000;87;;82;55000617;;;;;;;;;;;;;;;;;;;;99;0;;7;0;0;La protection du captage a été instaurée par arrˆté préfectoral de Déclaration d'Utilité Publique (DUP) du 11/02/2015;100;7.6;0;7.57;28.3;27.6;27.95;33.2;30.8;32;0.3;0.1;0.2;8.9;7.9;8.4;0.409;0;;;
DAINVILLE-BERTHELEVILLE;83;55142;LA CARPIERE;02666X0003;85;DAINVILLE-BERTHELEVILLE;55142;87;;0;;DAINVILLE-BERTHELEVILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
DAINVILLE-BERTHELEVILLE;84;55142;DAINVILLE-BERTHELEVILLE;;0;;55000;87;;157;55000621;;;;;;;;;;;;;;;;;;;;99;100;;8;0;0;;100;7.9;0;7.73;22.4;22.3;22.35;25.6;24.7;25.15;0.5;0.2;0.37;32.1;22.2;25.875;0;0;;;
DAMVILLERS-WAVRILLE;83;55145;LA MESSE;01354X0052;85;MOIREY-FLABAS-CREPION;55341;89;05/10/2015;0;;DAMVILLERS-WAVRILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;815
DAMVILLERS-WAVRILLE;84;55145;DAMVILLERS;;0;;55000;87;;655;55000624;;;;;;;;;;;;;;;;;;;;99;100;;8;0;0;La protection du captage a été instaurée par arrˆté préfectoral de Déclaration d'Utilité Publique (DUP) du 05/10/2015;100;7.6;0;7.45;21.5;21.5;21.5;25.8;25.1;25.45;0.1;0;0.03;16;11.4;14.333;0.083;0;;;
DAMVILLERS-WAVRILLE;84;55145;WAVRILLE;;0;;55000;87;;43;55001407;;;;;;;;;;;;;;;;;;;;99;100;;4;0;0;La protection du captage a été instaurée par arrˆté préfectoral de Déclaration d'Utilité Publique (DUP) du 05/10/2015;100;8.5;0;7.9;21.5;21.5;21.5;25.8;25.1;25.45;0;0;0;16;11.4;14.333;0.083;0;;;
DOMBASLE EN ARGONNE;83;55155;ROUVY;01612X0002;85;DOMBASLE-EN-ARGONNE;55155;88;;0;;DOMBASLE EN ARGONNE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
DOMBASLE EN ARGONNE;84;55155;DOMBASLE EN ARGONNE;;0;;55000;87;;424;55000627;;40736;0;0;5.3;0;0;0;0;0.38;0;400;260;23068;58;8.79;12.27;0.9;1.28;99;100;;8;0;0;;100;7.6;0;7.4;29.2;28.4;28.867;37;34.2;35.167;1;0.7;0.8;39.1;34;36.975;0.106;0;;;
DOMMARTIN LA MONTAGNE;83;55157;LE FAYET;01627X0014;85;DOMMARTIN-LA-MONTAGNE;55157;88;;0;;DOMMARTIN LA MONTAGNE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
DOMMARTIN LA MONTAGNE;83;55157;LAVAUX;01627X0094;85;DOMMARTIN-LA-MONTAGNE;55157;88;;0;;DOMMARTIN LA MONTAGNE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
DOMMARTIN LA MONTAGNE;84;55157;DOMMARTIN LA MONTAGNE;;0;;55000;87;;67;55000630;;;;;;;;;;;;;;;;;;;;99;0;;8;0;0;;100;7.8;0;7.7;19;17.8;18.4;25.4;22;23.7;0.3;0.2;0.23;39.3;30.6;34.95;0.26;0;;;
